1551085945902	mozrunner::runner	INFO	Running command: "C:\\Program Files\\Mozilla Firefox\\firefox.exe" "-marionette" "-foreground" "-no-remote" "-profile" "C:\\Users\\Santhosh\\AppData\\Local\\Temp\\rust_mozprofile.V5xMCPPq30Ez"
1551085946623	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: resource://pdf.js/
1551085946623	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid host permission: about:reader*
1551085946785	Marionette	TRACE	Received observer notification profile-after-change
1551085947104	Marionette	TRACE	Received observer notification toplevel-window-ready
1551085947232	Marionette	TRACE	Received observer notification command-line-startup
1551085947233	Marionette	TRACE	Received observer notification nsPref:changed
1551085947233	Marionette	DEBUG	Init aborted (running=false, enabled=true, finalUIStartup=false)
1551085948330	Marionette	TRACE	Received observer notification toplevel-window-ready
1551085950634	Marionette	TRACE	Received observer notification sessionstore-windows-restored
1551085950634	Marionette	TRACE	Waiting until startup recorder finished recording startup scripts...
1551085950748	Marionette	TRACE	All scripts recorded.
1551085950748	Marionette	DEBUG	Setting recommended pref apz.content_response_timeout to 60000
1551085950748	Marionette	DEBUG	Setting recommended pref browser.contentblocking.introCount to 99
1551085950749	Marionette	DEBUG	Setting recommended pref browser.download.panel.shown to true
1551085950749	Marionette	DEBUG	Setting recommended pref browser.newtabpage.enabled to false
1551085950749	Marionette	DEBUG	Setting recommended pref browser.pagethumbnails.capturing_disabled to true
1551085950750	Marionette	DEBUG	Setting recommended pref browser.search.update to false
1551085950750	Marionette	DEBUG	Setting recommended pref browser.tabs.disableBackgroundZombification to false
1551085950750	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnCloseOtherTabs to false
1551085950750	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnOpen to false
1551085950750	Marionette	DEBUG	Setting recommended pref browser.usedOnWindows10.introURL to 
1551085950750	Marionette	DEBUG	Setting recommended pref browser.urlbar.suggest.searches to false
1551085950750	Marionette	DEBUG	Setting recommended pref datareporting.policy.dataSubmissionPolicyAccepted to false
1551085950750	Marionette	DEBUG	Setting recommended pref dom.disable_beforeunload to true
1551085950751	Marionette	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1551085950751	Marionette	DEBUG	Setting recommended pref dom.file.createInChild to true
1551085950751	Marionette	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1551085950751	Marionette	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1551085950751	Marionette	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1551085950751	Marionette	DEBUG	Setting recommended pref extensions.webservice.discoverURL to http://%(server)s/dummy/discoveryURL
1551085950751	Marionette	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1551085950751	Marionette	DEBUG	Setting recommended pref network.http.speculative-parallel-limit to 0
1551085950751	Marionette	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1551085950751	Marionette	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1551085950752	Marionette	DEBUG	Setting recommended pref signon.autofillForms to false
1551085950752	Marionette	DEBUG	Setting recommended pref signon.rememberSignons to false
1551085950752	Marionette	DEBUG	Setting recommended pref toolkit.cosmeticAnimations.enabled to false
1551085951030	Marionette	INFO	Listening on port 55086
1551085951030	Marionette	DEBUG	Remote service is active
1551085951345	Marionette	DEBUG	Accepted connection 0 from 127.0.0.1:55102
1551085951349	Marionette	DEBUG	0 -> [0,1,"WebDriver:NewSession",{"acceptInsecureCerts":true,"browserName":"firefox"}]
1551085951349	Marionette	WARN	TLS certificate errors will be ignored for this session
1551085951425	Marionette	TRACE	[6442450945] Frame script loaded
1551085951684	Marionette	TRACE	[6442450945] Frame script registered
1551085951687	Marionette	DEBUG	0 <- [1,1,null,{"sessionId":"772d8feb-36c9-458b-9520-0b77152debb7","capabilities":{"browserName":"firefox","browserVersion":"65.0. ... ozprofile.V5xMCPPq30Ez","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true}}]
1551085951699	Marionette	DEBUG	0 -> [0,2,"WebDriver:Navigate",{"url":"https://www.flipkart.com/kingston-dtig4-usb-3-0-32-gb-pen-drive/product-reviews/itmf3qy9huepxbe4?pid=ACCDWKHJZPVUNH8H"}]
1551085951704	Marionette	TRACE	[6442450945] Received DOM event beforeunload for about:blank
1551085952514	Marionette	TRACE	[6442450945] Received DOM event pagehide for about:blank
1551085953386	Marionette	TRACE	[6442450945] Received DOM event DOMContentLoaded for https://www.flipkart.com/kingston-dtig4-usb-3-0-32-gb-pen-drive/product-reviews/itmf3qy9huepxbe4?pid=ACCDWKHJZPVUNH8H
